timestamp,trace_id,impu,node,event_type,result,detail
2026-07-06T14:22:57.974,c74c90a7f7,sip:+999700000004366@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:23:16.704,5348421257,sip:+999700000002915@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000994@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:23:16.759,5348421257,sip:+999700000002915@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:23:41.317,ed57e42ba4,sip:+999700000000613@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:23:41.369,ed57e42ba4,sip:+999700000000613@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:23:54.483,5348421257,sip:+999700000002915@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=37s mos=4.5
2026-07-06T14:24:13.794,f91a41fb23,sip:+999700000003515@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004337@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:24:13.857,f91a41fb23,sip:+999700000003515@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:24:17.122,f91a41fb23,sip:+999700000003515@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=3s mos=4.3
2026-07-06T14:24:24.736,b69c807862,sip:+999700000002677@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:24:24.765,b69c807862,sip:+999700000002677@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:24:25.616,e002cf2923,sip:+999700000002257@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=124s mos=4.4
2026-07-06T14:24:45.663,b0ef6fa86c,sip:+999700000003795@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:24:45.699,b0ef6fa86c,sip:+999700000003795@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:25:14.962,29193374c4,sip:+999700000003029@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000166@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:25:14.998,29193374c4,sip:+999700000003029@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:25:34.587,29193374c4,sip:+999700000003029@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=19s mos=4.3
2026-07-06T14:25:49.682,31973d0646,sip:+999700000002556@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003494@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:25:49.726,31973d0646,sip:+999700000002556@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:26:43.347,a08fc9a319,sip:+999700000000089@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004381@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:26:43.395,a08fc9a319,sip:+999700000000089@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:26:45.160,a08fc9a319,sip:+999700000000089@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=1s mos=4.2
2026-07-06T14:27:00.898,31973d0646,sip:+999700000002556@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=71s mos=4.2
2026-07-06T14:28:43.355,902d2e5cf6,sip:+999700000002026@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:28:43.383,902d2e5cf6,sip:+999700000002026@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:28:44.721,9af5752d13,sip:+999700000001663@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:28:44.764,9af5752d13,sip:+999700000001663@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:29:06.256,ae563e3708,sip:+999700000002015@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:29:06.302,ae563e3708,sip:+999700000002015@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:29:09.160,50541b88b6,sip:+999700000000928@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004556@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:29:09.200,50541b88b6,sip:+999700000000928@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:29:38.849,a8b6476ff9,sip:+999700000002823@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000413@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:29:38.883,a8b6476ff9,sip:+999700000002823@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:29:41.099,e6cd44872f,sip:+999700000000670@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000248@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:29:41.154,e6cd44872f,sip:+999700000000670@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:29:53.261,6b6f628319,sip:+999700000003491@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:29:53.296,6b6f628319,sip:+999700000003491@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,FAIL,403 Forbidden
2026-07-06T14:30:08.864,caeb1cc140,sip:+999700000004497@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:30:08.895,caeb1cc140,sip:+999700000004497@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:30:42.963,adad47f41d,sip:+999700000001478@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:30:43.009,adad47f41d,sip:+999700000001478@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:30:58.948,50541b88b6,sip:+999700000000928@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=109s mos=4.5
2026-07-06T14:31:17.431,955ae3488d,sip:+999700000000594@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000636@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:31:17.472,955ae3488d,sip:+999700000000594@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:31:22.470,a8b6476ff9,sip:+999700000002823@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=103s mos=4.5
2026-07-06T14:31:24.090,955ae3488d,sip:+999700000000594@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=6s mos=4.5
2026-07-06T14:31:36.210,fd434541ef,sip:+999700000001357@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:31:36.241,fd434541ef,sip:+999700000001357@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:31:39.425,5f48421dcd,sip:+999700000002273@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:31:39.463,5f48421dcd,sip:+999700000002273@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:31:44.754,e6cd44872f,sip:+999700000000670@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=123s mos=4.4
2026-07-06T14:32:02.022,04ae8091ca,sip:+999700000001783@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=548s mos=4.5
2026-07-06T14:32:22.553,e2d1837738,sip:+999700000002511@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:32:22.599,e2d1837738,sip:+999700000002511@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:34:06.923,8e463d8833,sip:+999700000004601@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003546@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:34:06.954,8e463d8833,sip:+999700000004601@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_SETUP,NO_ANSWER,486 Busy Here
2026-07-06T14:34:59.565,44773fcf5d,sip:+999700000002426@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:34:59.605,44773fcf5d,sip:+999700000002426@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:35:10.819,14f5cd4104,sip:+999700000000048@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004872@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:35:10.865,14f5cd4104,sip:+999700000000048@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:36:39.008,261f7b8dd2,sip:+999700000001585@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:36:39.050,261f7b8dd2,sip:+999700000001585@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:36:40.669,664f05fcb1,sip:+999700000000199@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:36:40.704,664f05fcb1,sip:+999700000000199@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:36:53.536,56e750cd59,sip:+999700000000111@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003573@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:36:53.581,56e750cd59,sip:+999700000000111@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:36:53.591,a567e852ae,sip:+999700000002924@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001407@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:36:53.657,a567e852ae,sip:+999700000002924@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:37:15.750,56e750cd59,sip:+999700000000111@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=22s mos=4.5
2026-07-06T14:37:38.934,14f5cd4104,sip:+999700000000048@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=148s mos=4.4
2026-07-06T14:37:55.435,a622221ea3,sip:+999700000000061@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:37:55.465,a622221ea3,sip:+999700000000061@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:38:02.024,90298b8e95,sip:+999700000000958@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:38:02.062,90298b8e95,sip:+999700000000958@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:38:46.038,a567e852ae,sip:+999700000002924@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=112s mos=4.2
2026-07-06T14:38:53.638,7f89e9df72,sip:+999700000004830@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:38:53.668,7f89e9df72,sip:+999700000004830@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:39:33.725,9baa379627,sip:+999700000002964@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:39:33.753,9baa379627,sip:+999700000002964@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:39:47.619,e270706adb,sip:+999700000003096@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000218@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:39:47.657,e270706adb,sip:+999700000003096@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:39:56.618,e595de9662,sip:+999700000004821@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003501@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:39:56.652,e595de9662,sip:+999700000004821@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:40:02.715,e595de9662,sip:+999700000004821@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=6s mos=4.0
2026-07-06T14:40:07.588,1a29f381bf,sip:+999700000002964@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:40:07.623,1a29f381bf,sip:+999700000002964@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:40:15.952,c57ab9360d,sip:+999700000001361@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000002132@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:40:15.991,c57ab9360d,sip:+999700000001361@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:40:17.173,636f351531,sip:+999700000004973@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:40:17.210,636f351531,sip:+999700000004973@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:41:11.864,08daed5d78,sip:+999700000003235@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000002411@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:41:11.904,08daed5d78,sip:+999700000003235@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_SETUP,NO_ANSWER,480 No Answer
2026-07-06T14:42:16.284,9a80edc1d5,sip:+999700000000821@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:42:16.325,9a80edc1d5,sip:+999700000000821@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:42:24.156,416bde188f,sip:+999700000002707@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001191@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:42:24.221,416bde188f,sip:+999700000002707@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:42:40.555,f60b323c5f,sip:+999700000001789@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003541@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:42:40.607,f60b323c5f,sip:+999700000001789@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:43:19.073,e023a52653,sip:+999700000003097@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:43:19.122,e023a52653,sip:+999700000003097@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:43:19.659,416bde188f,sip:+999700000002707@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=55s mos=4.2
2026-07-06T14:44:12.297,d1d089dbf4,sip:+999700000002588@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:44:12.339,d1d089dbf4,sip:+999700000002588@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:45:02.046,0b5c83964f,sip:+999700000003403@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003564@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:45:02.079,0b5c83964f,sip:+999700000003403@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:45:03.165,b75aa9c9da,sip:+999700000001814@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001214@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:45:03.200,b75aa9c9da,sip:+999700000001814@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:45:24.392,f60b323c5f,sip:+999700000001789@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=163s mos=4.0
2026-07-06T14:45:25.721,a648da7151,sip:+999700000003754@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:45:25.753,a648da7151,sip:+999700000003754@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:45:50.716,2aeef1ef21,sip:+999700000000566@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000002288@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:45:50.772,2aeef1ef21,sip:+999700000000566@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:45:52.004,2aeef1ef21,sip:+999700000000566@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=1s mos=4.4
2026-07-06T14:46:07.542,0b5c83964f,sip:+999700000003403@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=65s mos=4.3
2026-07-06T14:46:30.795,1bd4166cdb,sip:+999700000001542@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:46:30.837,1bd4166cdb,sip:+999700000001542@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:46:54.244,a78c669489,sip:+999700000000713@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001870@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:46:54.295,a78c669489,sip:+999700000000713@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:46:56.954,7851be109f,sip:+999700000001239@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000002834@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:46:57.014,7851be109f,sip:+999700000001239@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:46:58.697,5698cf80d8,sip:+999700000003549@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:46:58.726,5698cf80d8,sip:+999700000003549@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:47:07.212,a78c669489,sip:+999700000000713@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=12s mos=4.4
2026-07-06T14:47:24.671,69d88f3768,sip:+999700000002494@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:47:24.692,69d88f3768,sip:+999700000002494@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:47:27.242,b75aa9c9da,sip:+999700000001814@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=144s mos=3.6
2026-07-06T14:47:29.816,c57ab9360d,sip:+999700000001361@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=433s mos=4.2
2026-07-06T14:47:34.868,e270706adb,sip:+999700000003096@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=467s mos=4.3
2026-07-06T14:47:44.309,b8fa6536a5,sip:+999700000002055@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:47:44.340,b8fa6536a5,sip:+999700000002055@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:47:57.834,1b2cc850f9,sip:+999700000001497@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:47:57.855,1b2cc850f9,sip:+999700000001497@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:48:01.395,7851be109f,sip:+999700000001239@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=64s mos=4.5
2026-07-06T14:48:33.725,e4044500ed,sip:+999700000002538@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:48:33.756,e4044500ed,sip:+999700000002538@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:49:55.060,3631a257d2,sip:+999700000004576@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:49:55.098,3631a257d2,sip:+999700000004576@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:50:55.139,c266a63f74,sip:+999700000000198@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004135@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:50:55.183,c266a63f74,sip:+999700000000198@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:52:04.486,ecb231edb3,sip:+999700000002372@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:52:04.520,ecb231edb3,sip:+999700000002372@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:52:12.639,c266a63f74,sip:+999700000000198@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=77s mos=4.5
2026-07-06T14:52:41.791,ae82a1a92a,sip:+999700000001722@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003326@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:52:41.842,ae82a1a92a,sip:+999700000001722@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_SETUP,NO_ANSWER,486 Busy Here
2026-07-06T14:54:14.613,981ad160c0,sip:+999700000004774@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000104@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:54:14.661,981ad160c0,sip:+999700000004774@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:54:34.576,68da7b5112,sip:+999700000002867@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:54:34.617,68da7b5112,sip:+999700000002867@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:55:06.759,981ad160c0,sip:+999700000004774@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=52s mos=4.1
2026-07-06T14:55:43.030,0b5adb4367,sip:+999700000002206@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:55:43.061,0b5adb4367,sip:+999700000002206@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:55:50.905,fa971b8bc2,sip:+999700000001896@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003555@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:55:50.954,fa971b8bc2,sip:+999700000001896@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:56:47.975,871c1c72e7,sip:+999700000002715@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000849@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:56:48.013,871c1c72e7,sip:+999700000002715@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T14:56:48.162,c56706b830,sip:+999700000003544@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:56:48.186,c56706b830,sip:+999700000003544@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:56:50.733,4273e1fa9b,sip:+999700000002417@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:56:50.761,4273e1fa9b,sip:+999700000002417@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:57:06.508,ad081e5cbd,sip:+999700000004346@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003619@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T14:57:06.558,ad081e5cbd,sip:+999700000004346@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_SETUP,NO_ANSWER,486 Busy Here
2026-07-06T14:57:21.877,871c1c72e7,sip:+999700000002715@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=33s mos=4.3
2026-07-06T14:57:53.310,b9ee8e3a7c,sip:+999700000001971@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:57:53.343,b9ee8e3a7c,sip:+999700000001971@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:58:20.611,5aee5559e8,sip:+999700000000949@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:58:20.654,5aee5559e8,sip:+999700000000949@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:58:38.624,fa971b8bc2,sip:+999700000001896@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=167s mos=4.5
2026-07-06T14:58:58.088,35bb0357e8,sip:+999700000002682@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:58:58.126,35bb0357e8,sip:+999700000002682@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T14:59:39.035,645f35c403,sip:+999700000002582@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T14:59:39.058,645f35c403,sip:+999700000002582@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T15:01:31.630,9f8025622a,sip:+999700000001941@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003313@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T15:01:31.697,9f8025622a,sip:+999700000001941@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T15:02:40.004,fdd643e736,sip:+999700000004890@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T15:02:40.036,fdd643e736,sip:+999700000004890@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T15:02:43.010,02b68cd243,sip:+999700000000016@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
